tenderID,title,cpvs,complaints,complaints.status,questions,answer,documents,methodType,value,procuringEntity,status,region
UA-2017-02-27-000645-a,"Epinephrine 0,18% 1,0 №10 , Clozapine табл. 0.1 N50 (10х5), Alfacalcidol 1г №30,  Chlorpromazine 2,5% 2мл №10 , Atorvastatin табл.п/о 20мг N30, Bisoprolol таб. 10 мг №20, Bisoprolol табл. 10мг N30, Bisoprolol табл. 5мг N30, Validol*0,06 №10 ,Valproic acid 300 хроно табл.п/пл.об.прол.дейс.N100 (10х10), Valproic acid 500 хроно табл.п/пл.об.прол.дейс.N30,  Warfarin табл. 2.5мг N100 фл., Verapamil г/х  амп. 0.25% 2мл N10, Vinpocetine конц.д/инф.5мг/мл 2мл N10, Valproic acid сироп 100,0, Valproic acid хроно 300 мг №30, Valproic acid хроно 500 мг №30, Digoxin амп. 0.025% 1мл N10, Digoxin таб. 0,00025, Valsartan and diuretics 160 табл.п/пл.об.160мг/12.5мгN30 (10х3), Bendazol*1% 5мл №10, Clopidogrel табл.п/о 0.075г N10 (10х1), Lamotrigine табл. 100мг N30 (10х3), Lamotrigine табл. 50мг N30 (10х3), Levetiracetam 500 табл.п/пл.об. 500мг N30 блистер (10х3), Levodopa and decarboxylase inhibitor 250мг/25мг N100, Levodopa and decarboxylase inhibitor Ретард табл.п/пл.об.прол.дейс.200мг/50мг N100 (10х10),  Lisinopril таб. 20мг N20, Lisinopril and diuretics 20 табл. N30, Lisinopril 10 мг №20 таб., Levetiracetam 1000мг №30, Carvedilol таб. п/пл об. 25 мг №30, Validol*капс. 0.1г N10, Nikethamide 25% 1мл №10, Caffeine and sodium benzoate 10% 1мл N10, Glyceryl trinitrate 0,0005% №40 таб, Papaverine г/х амп. 20мг/мл 2мл N10, Pramipexole таб. 1 мг №30, Inosine амп. 2% 10мл N10, Rosuvastatin 10 мг №30, Topiramate 25 табл. п/пл.об. 100мг N30 (10х3), Topiramate 25 табл. п/пл.об. 25мг N30 (10х3), Furosemide р-р д/ин. амп. 1% 2мл N10",336,0,0,0,0,7,aboveThresholdUA,175000,26418688,unsuccessful,686
UA-2017-02-14-000326-c,Вугілля марки Гк(0-100)(або еквівалент),91,0,0,4,4,12,aboveThresholdUA,815200,4343197,cancelled,850
UA-2017-02-16-001256-c,Коров’яче молоко,155,0,0,0,0,2,belowThreshold,19048,36641092,complete,490
UA-2017-02-09-002377-c,Солодке печиво,158,0,0,0,0,5,belowThreshold,14685,39708345,complete,513
UA-2017-02-28-001350-a,"ДСТУ Б Д.1.1-1:2013 2013 (код ДК 021-2015 – 45350000-5 «Механо-монтажні роботи») (Реконструкція вузла обліку тепла котельні за адресою вул. Привокзальна,3  м. Дніпро)",453,0,0,0,0,4,belowThreshold,92292,40081237,cancelled,496
UA-2017-02-16-000028-c,Дрова твердих порід. Необхідна кількість 35 куб.м. З доставкою до місця призначення.Оплата за товар проводиться після його отримання.,34,0,0,0,0,0,belowThreshold,21700,3189535,unsuccessful,481
UA-2017-02-02-000293-a,Сіль кухонна кам'яна,144,0,0,0,0,3,belowThreshold,10000,2141443,complete,238
UA-2017-02-14-001865-c,"Повидло, сухофрукти",153,0,0,0,0,3,belowThreshold,11600,5266369,complete,151
UA-2017-02-06-000165-c,Натуральний мед,31,0,0,0,0,3,belowThreshold,20000,3188145,complete,232
UA-2017-02-24-000827-a,"Послуги  лікувальних закладів (послуги з відновлювального лікування (медичної реабілітації) застрахованих осіб в реабілітаційному відділенні санаторно-курортного закладу міста Києва після гострого інфаркту міокарда, пролікованої нестабільної стенокардії, операцій на серці та магістральних судинах за заявками виконавчих дирекцій Запорізького, Кіровоградського, Миколаївського, Чернівецького, Чернігівського обласних та Київського міського відділень Фонду згідно з поданими заявками лікувально-профілактичних закладів цих областей, і клінік ДУ “Інститут серця МОЗ України” та ДНУ “Науково-практичний центр профілактичної та клінічної медицини”, що надаватимуться у 2017 році",851,0,0,0,0,3,negotiation,4304016,25885944,cancelled,40
UA-2017-02-23-000377-c,Плита електрична побутова,397,0,0,0,0,3,belowThreshold,6000,3096897,complete,875
UA-2017-02-13-001147-a,"Пара, гаряча вода та пов’язана продукція",93,0,0,0,0,1,negotiation,482400,4361574,complete,87
UA-2017-02-17-000626-c,Офісний папір А4,301,0,0,0,0,5,belowThreshold,15000,8140309,complete,565
UA-2017-02-15-000769-c,"пара, гаряча вода  та пов'язана продукція",93,0,0,0,0,3,negotiation.quick,1257140,2541533,complete,519
UA-2017-02-23-000932-c,15421000-5 Рафіновані олії,154,0,0,0,0,3,belowThreshold,4340,23110613,complete,243
UA-2017-02-02-000219-b,"Шприці, код - (331) 33141000-0 Матеріали витратні медичні нехімічні та гематологічні, одноразові.",331,0,0,0,0,2,belowThreshold,6200,25695724,complete,30
UA-2017-02-06-002518-b,"Прокладка трубопровода холодного и горячего водоснабжения по адресу: 9 Мая, 19 корпус 3",452,0,0,1,1,9,belowThreshold,32479,38349142,complete,875
UA-2017-02-23-001080-c,Борона-мотика ротаційна навісна 5.8,161,0,0,0,0,3,belowThreshold,150000,2546039,complete,560
UA-2017-02-06-000067-a,«Частини залізничних або трамвайних локомотивів чи рейкового рухомого складу; обладнання для контролю залізничного руху» код 34630000-2 за ДК 021:2015 (електронне обладнання  тролейбусів),346,0,0,0,0,2,aboveThresholdEU,5482592.8,31725604,unsuccessful,40
UA-2017-02-15-001909-c,Послуги  водопостачання,651,0,0,0,0,1,negotiation.quick,2000,40020656,complete,330
UA-2017-02-07-001154-c,постачання теплової енергії,93,0,0,0,0,2,negotiation.quick,520253.49,37459167,complete,610
UA-2017-02-14-000352-c,Ліки (згідно специфікації),336,0,0,0,0,3,belowThreshold,95300,1987853,complete,516
UA-2017-02-15-001612-c,Елементи електричних схем (ДК 021-2015 - 31220000-4),312,0,0,0,0,2,belowThreshold,63000,3347135,complete,250
UA-2017-02-10-000505-c,молоко та вершки,155,0,0,0,0,2,belowThreshold,23816,1989378,unsuccessful,531
UA-2017-02-22-001081-c,Офісне устаткування та приладдя різне,301,0,0,0,0,2,belowThreshold,26518,2003876,complete,841
UA-2017-02-15-000591-c,Неблагородні метали ,147,0,0,0,0,3,belowThreshold,372314,35420080,unsuccessful,841
UA-2017-02-06-000629-a,"Капітальний ремонт по заміні старих вікон та дверей на енергозберігаючі в приміщенні поліклінічного відділення ЦРЛ по вул.Грушевського, 29 в м.Мукачево",454,0,0,1,1,5,aboveThresholdUA,2877892,5517771,cancelled,896
UA-2017-02-06-000281-b,90910000-9  Послуги з прибирання,909,0,0,0,0,3,aboveThresholdUA,201875,37401206,unsuccessful,10
UA-2017-02-14-002080-c,Електрична енергія,93,0,0,0,0,1,negotiation,629200,22824664,cancelled,140
UA-2017-02-24-000900-c,код ДК 021:2015 33600000-6 Фармацевтична продукція,336,0,0,0,0,2,aboveThresholdUA,197000,2000010,unsuccessful,330
UA-2017-02-01-002875-b,"Фармацевтична продукція   (наркотичні засоби, психотропні речовини (морфін+наркотин+папаверін+кодеїн+тебаін (омнопон), морфін, натрій оксибутират, кетамін, трамадол, фентаніл, фенобарбітал, клоназепам, діазепам (сибазон), фенозепам))",336,0,0,0,0,4,aboveThresholdUA,246624,1994385,complete,86
UA-2017-02-03-000652-b,Крупи різні ,156,0,0,0,0,5,belowThreshold,11050,1982270,complete,210
UA-2017-02-03-001254-b,Послуги з обслуговування протипожежної сигналізації,504,0,0,0,0,1,belowThreshold,4950,2011723,complete,140
UA-2017-02-02-002033-b,Освітлювальне обладнання,315,0,0,1,1,6,belowThreshold,7380,2147457,unsuccessful,163
UA-2017-02-03-000530-a,Фармацевтична продукція,336,0,0,0,0,4,aboveThresholdUA,640016,3189771,unsuccessful,202
UA-2017-02-28-001343-b,"Сир сичужний, твердий ГОСТ, ДСТУ, ТУУ не нижче 50% жирності",155,0,0,0,0,9,aboveThresholdUA,630000,14321676,complete,896
UA-2017-02-24-001123-c,гербіцид,244,0,0,0,0,15,belowThreshold,141200,2541817,complete,526
UA-2017-02-16-000001-a,"Трансамінази АсАТ НР004.01  №120, Трансамінази АлАТ НР 001.01  №120, Загальний білок НР010.01 №500, Лужна фосфотаза НР016.01 №200, Білірубін НР005.01 №110 Тимолова проба НР021.01	№416, Сечовина -Д НР018.01  №100, Альфа-амілаза  БХ 007-04   № 100, Креатинін з ТХО БХ 018-04  №100, Сечова кислота НР017.01  №160,Білірубін-калібратор НК005.02  №110",243,0,0,0,0,4,belowThreshold,60000,23970286,complete,790
UA-2017-02-27-000534-c,Електрична енергія,93,0,0,0,0,3,negotiation,293600,3499891,complete,496
UA-2017-02-24-001407-c,Дезінфікуючі засоби,244,0,0,0,0,2,belowThreshold,71000,2007526,unsuccessful,424
UA-2017-02-11-000023-c,Фармацевтична продукція ,336,0,0,0,0,3,belowThreshold,3223,8564707,complete,730
UA-2017-02-21-001285-c,ДК 021:2015 CPV  90510000-5 утилізація сміття та проводження зі сміттям,905,0,0,0,0,2,belowThreshold,5539.56,25795740,cancelled,875
UA-2017-02-14-000053-c,Canon i-SENSYS LBP251dw  + 2 чипа до катриджа для Canon i-SENSYS LBP251dw,302,0,0,1,1,3,belowThreshold,5600,3197948,complete,424
UA-2017-02-08-000761-c,"Проживання Вінниця 220/347, 21/9м",983,0,0,0,0,0,belowThreshold,37500,3767831,unsuccessful,10
UA-2017-02-02-000659-b,"Капітальний ремонт системи очистки циклового повітря газоперекачувальних агрегатів ГТК-10 ст. №№2, 3, 4 компресорної станції «Долина» (Будівельні роботи).",450,0,0,0,0,11,aboveThresholdUA,15798764,153133,cancelled,760
UA-2017-02-27-000238-a,"ДК 021:2015 код 03140000-4  Продукція тваринництва та супутня продукція.  Яйця у шкарлупі, свіжі  (курині).",31,0,0,0,0,10,aboveThresholdUA,128298,2142483,complete,512
UA-2017-02-22-000239-a,Централізоване опалення (теплова енергія),93,0,0,0,0,1,negotiation,429248,2228121,complete,724
UA-2017-02-16-000445-c,Електрична енергія,653,0,0,0,0,1,negotiation.quick,366222,1018083,complete,611
UA-2017-02-08-001420-c,"ДК 021:2015 код 22990000-6  Папір газетний, папір ручного виготовлення та інший некрейдований папір, або картон для графічних цілей (папір FAX, папір газетний,  папір офісний А4 80гр/м²).",229,0,0,0,0,4,belowThreshold,93955,37573796,complete,690
UA-2017-02-17-001628-c,Код ДК 021:2015 – 32354000-9 ( Плівки).,323,0,0,0,0,1,belowThreshold,199000,5494840,complete,31
UA-2017-02-01-002877-b,Олії та тваринні і рослинні жири,154,0,0,0,0,4,belowThreshold,180000,5492309,complete,40
UA-2017-02-10-001695-c,Пластмасові вироби (медичного призначення),195,0,0,0,0,2,belowThreshold,155000,37898491,complete,210
UA-2017-02-06-002579-b,Генератор ацетилену,311,0,0,0,0,4,belowThreshold,10800,39609111,complete,40
UA-2017-02-20-002465-c,"Запасні частини до дизель-поїздів ДР1, Запасні частини до дизель-поїздів Д1",346,0,0,0,0,7,aboveThresholdUA,82284,40081195,complete,790
UA-2017-02-21-001000-c,овочі,32,0,0,0,0,1,negotiation,558140,2145292,complete,685
UA-2017-02-15-002758-c,Яблука,32,0,0,0,0,3,belowThreshold,10200,22598239,complete,400
UA-2017-02-13-000134-a,Картки для Конференц-системи зали засідань ДМР (30160000-8),301,0,0,0,0,3,belowThreshold,31000,36094821,unsuccessful,491
UA-2017-02-02-000854-b,Енергія електрична,93,0,0,0,0,1,negotiation.quick,1885797.85,31075296,complete,777
UA-2017-02-23-000015-b,Вершкове масло,155,0,0,0,0,3,belowThreshold,6200,20498781,complete,691
UA-2017-02-28-000513-a,"ДСТУ Б.Д.1.1.-1:2013, Поточний ремонт електромереж житлового будинку №49 по вул. Калинова у м. Дніпро",453,0,0,0,0,5,belowThreshold,100000,38114671,complete,490
UA-2017-02-27-000128-b,Рукавички одноразові,184,0,0,0,0,5,belowThreshold,72550,38945657,complete,10
UA-2017-02-10-000453-a,Розширювальний бачок системи охолодження.Шини гумові нові для транспортних засобів,343,0,0,0,0,1,belowThreshold,6150,40212984,unsuccessful,305
UA-2017-02-10-002601-c,Капітальний ремонт заміна вікон ДНЗ № 192  Дніпровського району м. Києва.,454,0,0,0,0,4,belowThreshold,200000,37397216,cancelled,21
